Average degree;Bipartite;Claw-free;Clique number;Connected;Density;Diameter;Edge connectivity;Eulerian;Matching number;Maximum degree;Minimum degree;Number of components;Number of edges;Number of triangles;Number of vertices ;Planar ;Radius;Regular;Vertex connectivity;Largest L-eigenvalue ;AS Second largest Eigenvalue;AS Smallest Eigenvalue;Laplacian spectrum;Chromatic Number;Girth;Domination number;Independence number;Chromatic Index
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;5;1;3;5.535;2.909;-2.535;0.091;3;3;8;13;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;7;1;3;5.562;2.851;-2.562;0.149;3;3;8;13;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;5;1;3;5.535;2.857;-2.535;0.143;3;3;8;13;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;6;1;3;5.509;2.851;-2.509;0.149;3;3;8;13;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;7;1;3;5.414;2.859;-2.414;0.141;3;3;8;12;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;6;1;3;5.529;2.851;-2.529;0.149;3;3;8;13;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;6;1;3;5.424;2.852;-2.424;0.148;3;3;8;12;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;7;1;3;5.414;2.865;-2.414;0.135;3;3;8;12;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;6;1;3;5.535;2.866;-2.535;0.134;3;3;8;13;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;6;1;3;5.414;2.865;-2.414;0.135;3;3;8;12;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;6;1;3;5.852;2.865;-2.852;0.135;3;3;8;13;4
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;5;1;3;5.513;2.906;-2.513;0.094;3;3;8;13;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;4;1;3;5.492;2.897;-2.492;0.103;3;3;8;13;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;5;1;3;5.460;2.902;-2.46;0.098;3;3;8;12;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;5;1;3;5.460;2.902;-2.46;0.098;3;3;9;12;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;5;1;3;5.384;2.906;-2.384;0.094;3;3;8;12;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;5;1;3;5.410;2.905;-2.41;0.095;3;3;8;12;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;5;1;3;5.384;2.906;-2.384;0.094;3;3;8;12;4
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;5;1;3;5.519;2.906;-2.519;0.094;3;3;9;13;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;5;1;3;5.386;2.906;-2.386;0.094;3;3;8;12;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;5;1;3;5.855;2.906;-2.855;0.094;3;3;8;13;4
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;5;1;3;5.481;2.920;-2.481;0.08;3;3;9;12;4
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;5;1;3;5.414;2.909;-2.414;0.091;3;3;9;12;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;5;1;3;5.514;2.881;-2.514;0.119;3;3;9;13;4
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;5;1;3;5.514;2.912;-2.514;0.088;3;3;8;13;4
3;0;0;3;1;0.103;10;2;0;15;3;3;1;45;0;30;0;5;1;3;5.414;2.912;-2.414;0.088;3;3;9;12;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;7;1;3;5.433;2.851;-2.433;0.149;3;3;8;12;4
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;7;1;3;5.521;2.880;-2.521;0.12;3;3;8;13;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;5;1;3;5.554;2.873;-2.554;0.127;3;3;8;13;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;6;1;3;5.414;2.872;-2.414;0.128;3;3;8;12;4
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;7;1;3;5.535;2.909;-2.535;0.091;3;3;8;13;4
3;0;0;3;1;0.103;7;3;0;15;3;3;1;45;0;30;0;4;1;3;5.513;2.769;-2.513;0.231;3;3;8;13;4
3;0;0;3;1;0.103;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.414;2.765;-2.414;0.235;3;3;9;12;4
3;0;0;3;1;0.103;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.414;2.745;-2.414;0.255;3;3;9;12;4
3;0;0;3;1;0.103;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.431;2.765;-2.431;0.235;3;3;8;12;4
3;0;0;3;1;0.103;7;3;0;15;3;3;1;45;0;30;0;4;1;3;5.507;2.769;-2.507;0.231;3;3;8;13;4
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;8;1;3;5.513;2.906;-2.513;0.094;3;3;8;13;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;8;1;3;5.374;2.906;-2.374;0.094;3;3;8;12;4
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;8;1;3;5.519;2.906;-2.519;0.094;3;3;8;13;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;8;1;3;5.386;2.906;-2.386;0.094;3;3;8;12;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;8;1;3;5.405;2.905;-2.405;0.095;3;3;8;12;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;8;1;3;5.374;2.906;-2.374;0.094;3;3;8;12;4
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;8;1;3;5.510;2.897;-2.51;0.103;3;3;8;13;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;8;1;3;5.380;2.902;-2.38;0.098;3;3;8;12;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;8;1;3;5.848;2.906;-2.848;0.094;3;3;8;13;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;8;1;3;5.856;2.899;-2.586;0.101;3;3;8;13;4
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;7;1;3;5.380;2.909;-2.38;0.091;3;3;8;12;4
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;6;1;3;5.367;2.920;-2.367;0.08;3;3;8;12;4
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;6;1;3;5.367;2.920;-2.367;0.08;3;3;8;12;4
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;5;1;3;5.514;2.912;-2.514;0.088;3;3;8;13;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;4;1;3;5.521;2.884;-2.521;0.116;3;3;8;12;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;4;1;3;5.492;2.897;-2.492;0.103;3;3;8;13;4
3;0;0;3;1;0.103;9;2;0;15;3;3;1;45;0;30;0;5;1;3;5.513;2.906;-2.513;0.094;3;3;8;13;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;5;1;3;5.460;2.902;-2.46;0.098;3;3;9;12;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;5;1;3;5.410;2.905;-2.41;0.095;3;3;9;12;4
3;0;0;3;1;0.103;8;2;0;15;3;3;1;45;0;30;0;5;1;3;5.384;2.906;-2.384;0.094;3;3;9;12;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;6;1;3;5.530;2.864;-2.53;0.136;3;3;8;13;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;6;1;3;5.414;2.863;-2.414;0.137;3;3;8;12;4
3;0;0;3;1;0.103;7;2;0;15;3;3;1;45;0;30;0;7;1;3;5.414;2.865;-2.414;0.135;3;3;8;12;4
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.75045;2.24436;-2.75045;0.75564;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.74987;2.24408;-2.74987;0.75592;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.62511;2.23607;-2.62511;0.76393;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.62511;2.23607;-2.62511;0.76393;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.63640;2.23607;-2.6364;0.76393;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.69267;2.28459;-2.69267;0.71541;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.62882;2.28176;-2.62882;0.71824;3;7;9;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.60761;2.28325;-2.60761;0.71675;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.75569;2.24115;-2.75569;0.75885;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.75632;2.24146;-2.75632;0.75854;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.71364;2.24154;-2.71364;0.75846;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.69661;2.25074;-2.69661;0.74926;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.69636;2.24389;-2.69636;0.75611;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.72619;2.24279;-2.72619;0.75721;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.72622;2.24268;-2.72622;0.75732;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.72199;2.22942;-2.72199;0.77058;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.75512;2.22582;-2.75512;0.77418;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.75371;2.22614;-2.75371;0.77386;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.72243;2.19719;-2.72243;0.80281;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.64244;2.28350;-2.64244;0.7165;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.62577;2.27558;-2.62577;0.72442;3;7;9;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.61803;2.27820;-2.61803;0.7218;3;7;8;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.62953;2.26475;-2.62953;0.73525;3;7;8;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.64884;2.26497;-2.64884;0.73503;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.61744;2.26591;-2.61744;0.73409;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.69644;2.228;-2.69644;0.772;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;2;5.70236;2.23931;-2.70236;0.76069;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.62763;2.25929;-2.62763;0.74071;3;7;9;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.61862;2.25915;-2.61862;0.74085;3;7;8;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.68265;2.26556;-2.68265;0.73444;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.63980;2.25926;-2.6398;0.74074;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.64280;2.25913;-2.6428;0.74087;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.71768;2.24061;-2.71768;0.75939;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.71001;2.21755;-2.71001;0.78245;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.69942;2.25108;-2.69942;0.74892;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.60062;2.25365;-2.60062;0.74635;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.60551;2.25365;-2.60551;0.74635;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.70484;2.21157;-2.70484;0.78843;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.62511;2.20392;-2.62511;0.79608;3;7;8;13;3
3;0;0;2;1;0.10345;4;3;0;15;3;3;1;45;0;30;0;4;1;3;5.62511;2.20392;-2.62511;0.79608;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.62523;2.28594;-2.62523;0.71406;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.71794;2.26030;-2.71794;0.7397;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.63498;2.26199;-2.63498;0.73801;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.68720;2.26236;-2.6872;0.73764;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.65479;2.20925;-2.65479;0.79075;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.78283;2.20472;-2.78283;0.79528;3;7;9;14;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.62823;2.20572;-2.62823;0.79428;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.69486;2.18146;-2.69486;0.81854;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.62809;2.26634;-2.62809;0.73366;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.60944;2.28349;-2.60944;0.71651;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.76907;2.28255;-2.76907;0.71745;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.61803;2.27460;-2.61803;0.7254;3;7;8;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.61803;2.28255;-2.61803;0.71745;3;7;8;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.72021;2.28354;-2.72021;0.71646;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.59058;2.27460;-2.59058;0.7254;3;7;8;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.64213;2.29901;-2.64213;0.70099;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.61803;2.23607;-2.61803;0.76393;3;7;8;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.74801;2.19590;-2.74801;0.8041;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.76907;2.23607;-2.76907;0.76393;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.66862;2.22399;-2.66862;0.77601;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.63480;2.26190;-2.6348;0.7381;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.73486;2.23877;-2.73486;0.76123;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.71223;2.23853;-2.71223;0.76147;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.59678;2.27077;-2.59678;0.72923;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.60835;2.26139;-2.60835;0.73861;3;7;8;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.61009;2.29748;-2.61009;0.70252;3;7;8;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.66287;2.20191;-2.66287;0.79809;3;7;8;13;3
3;0;0;2;1;0.10345;4;3;0;15;3;3;1;45;0;30;0;4;1;3;5.63489;2.18933;-2.63489;0.81067;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.73479;2.23222;-2.73479;0.76778;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.70837;2.18322;-2.70837;0.81678;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.66291;2.18583;-2.66291;0.71417;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.65820;2.22629;-2.6582;0.77371;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.78293;2.18322;-2.78293;0.81678;3;7;9;14;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.64447;2.26437;-2.64447;0.73563;3;7;8;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.65657;2.26526;-2.65657;0.73474;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.58018;2.31381;-2.58018;0.68619;3;7;8;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.64169;2.26356;-2.64169;0.73644;3;7;8;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.63807;2.28484;-2.63807;0.71516;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.64140;2.26062;-2.6414;0.73938;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.67879;2.26177;-2.67879;0.73823;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.58891;2.25933;-2.58891;0.74067;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.65548;2.26457;-2.65548;0.73543;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.62558;2.25628;-2.62558;0.74372;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.69543;2.26514;-2.69543;0.73486;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.62475;2.26078;-2.62475;0.73922;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.65395;2.25634;-2.65395;0.74366;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.65502;2.25928;-2.65502;0.74072;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.65583;2.26066;-2.65583;0.73934;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.67414;2.27514;-2.67414;0.72486;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.67605;2.26455;-2.67605;0.73545;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.60130;2.25215;-2.6013;0.74785;3;7;9;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.55670;2.23330;-2.5567;0.7667;3;7;9;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.61978;2.24005;-2.61978;0.75995;3;7;9;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.60159;2.25296;-2.60159;0.74704;3;7;9;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.58954;2.23871;-2.58954;0.76129;3;7;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.57155;2.22627;-2.57155;0.77373;3;7;9;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.70946;2.21727;-2.70946;0.78273;3;7;9;13;3
3;0;0;2;1;0.10345;4;3;0;15;3;3;1;45;0;30;0;4;1;3;5.64165;2.20007;-2.64165;0.79993;3;7;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;5;1;3;6;2.497;-3;0.503;3;6;8;15;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.485;2.702;-2.485;0.298;3;5;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.604;2.681;-2.604;0.319;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.816;2.793;-2.816;0.207;3;4;8;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;5;1;3;6;2.303;-3;0.697;3;6;8;15;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.794;2.788;-2.794;0.212;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;4;1;3;5.562;2.715;-2.562;0.285;3;5;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.547;2.661;-2.547;0.339;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.795;2.791;-2.795;0.209;3;4;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.707;2.596;-2.707;0.404;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.645;2.697;-2.645;0.303;3;5;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.772;2.615;-2.772;0.385;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.806;2.791;-2.806;0.209;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.562;2.669;-2.562;0.331;3;5;9;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;5;1;3;5.790;2.616;-2.78;0.384;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.598;2.684;-2.598;0.316;3;5;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.538;2.644;-2.538;0.356;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.834;2.786;-2.834;0.214;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.434;2.647;-2.434;0.353;3;5;9;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.795;2.624;-2.795;0.376;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;4;1;3;5.790;2.786;-2.79;0.214;3;4;8;13;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.772;2.814;-2.772;0.186;3;4;9;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;5;1;3;5.681;2.723;-2.681;0.277;3;4;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.809;2.793;-2.809;0.207;3;4;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;5;1;3;5.508;2.611;-2.508;0.389;3;5;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.500;2.624;-2.5;0.376;3;5;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.501;2.600;-2.501;0.4;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;5;1;3;5.840;2.791;-2.84;0.209;3;4;8;13;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;4;1;3;5.506;2.708;-2.506;0.292;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;4;1;3;5.539;2.714;-2.539;0.286;3;5;9;12;3
3;0;0;2;1;0.10345;6;3;0;15;3;3;1;45;0;30;0;6;1;3;5.496;2.751;-2.496;0.249;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;4;1;3;5.671;2.816;-2.671;0.184;3;4;9;12;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.575;2.591;-2.575;0.409;3;5;9;12;3
3;0;0;2;1;0.10345;7;3;0;15;3;3;1;45;0;30;0;4;1;3;5.781;2.805;-2.781;0.195;3;4;9;13;3
3;0;0;2;1;0.10345;5;3;0;15;3;3;1;45;0;30;0;4;1;3;5.591;2.636;-2.591;0.364;3;5;9;12;3
