Density;Diameter;Radius;Largest L-eigenvalue ;AS Second largest Eigenvalue;AS Smallest Eigenvalue;Laplacian spectrum;Girth;Group Size;Domination number;Independence number;Chromatic index
0.086;6;5;5.66;2.59;-2.66;0.41;5;1;10;16;4
0.086;6;5;5.592;2.59;-2.592;0.41;5;1;10;15;4
0.086;6;5;5.543;2.523;-2.543;0.477;5;1;10;15;4
0.086;6;5;5.614;2.577;-2.614;0.423;5;1;10;15;4
0.086;6;5;5.578;2.549;-2.578;0.451;5;1;10;15;4
0.086;5;5;5.611;2.584;-2.611;0.416;5;1;10;15;4
0.086;5;5;5.58;2.55;-2.58;0.45;5;1;10;15;4
0.086;6;5;5.71;2.565;-2.71;0.435;5;1;10;15;4
0.086;6;5;5.682;2.565;-2.682;0.435;5;1;10;15;4
0.086;6;5;5.65;2.565;-2.65;0.435;5;1;10;15;4
0.086;6;5;5.628;2.583;-2.628;0.417;5;1;10;15;4
0.086;6;5;5.616;2.577;-2.616;0.423;5;1;10;15;4
0.086;6;5;5.608;2.583;-2.608;0.417;5;1;10;15;4
0.086;6;5;5.644;2.565;-2.644;0.435;5;1;10;15;4
0.086;6;5;5.612;2.586;-2.612;0.414;5;1;10;15;4
0.086;5;5;5.615;2.579;-2.615;0.421;5;1;10;15;4
0.086;6;5;5.631;2.565;-2.631;0.435;5;1;10;15;4
0.086;6;5;5.671;2.565;-2.671;0.435;5;1;10;15;4
0.086;6;5;5.611;2.583;-2.611;0.417;5;1;10;15;4
0.086;6;5;5.611;2.523;-2.611;0.477;5;1;10;15;4
0.086;5;5;5.57;2.541;-2.57;0.459;5;1;10;15;4
0.086;6;5;5.54;2.54;-2.54;0.46;5;1;10;15;4
0.086;6;5;5.705;2.565;-2.705;0.435;5;1;10;15;4
0.086;6;5;5.642;2.52;-2.642;0.48;5;1;10;15;4
0.086;6;5;5.716;2.565;-2.716;0.435;5;1;10;15;4
0.086;6;5;5.569;2.566;-2.569;0.434;5;1;10;15;4
0.086;6;5;5.668;2.566;-2.668;0.434;5;1;10;15;4
0.086;6;5;5.597;2.565;-2.597;0.435;5;1;10;15;4
0.086;6;5;5.602;2.523;-2.602;0.477;5;1;10;15;4
0.086;6;5;5.667;2.565;-2.667;0.435;5;1;10;15;4
0.086;6;5;5.677;2.566;-2.677;0.434;5;1;10;15;4
0.086;6;5;5.702;2.566;-2.702;0.434;5;1;10;15;4
0.086;6;5;5.611;2.566;-2.611;0.434;5;1;10;15;4
0.086;6;5;5.629;2.523;-2.629;0.477;5;1;10;15;4
0.086;6;5;5.659;2.583;-2.659;0.417;5;1;10;16;4
0.086;6;5;5.563;2.549;-2.563;0.451;5;1;10;15;4
0.086;6;5;5.656;2.52;-2.656;0.48;5;1;10;15;4
0.086;6;5;5.66;2.578;-2.66;0.422;5;1;10;16;4
0.086;5;5;5.597;2.549;-2.597;0.451;5;1;10;15;4
0.086;6;5;5.602;2.59;-2.602;0.41;5;1;10;15;4
0.086;6;5;5.661;2.586;-2.661;0.414;5;1;10;16;4
0.086;6;5;5.626;2.566;-2.626;0.434;5;1;10;15;4
0.086;5;5;5.632;2.583;-2.632;0.417;5;1;10;15;4
0.086;5;5;5.635;2.59;-2.635;0.41;5;1;10;15;4
0.086;7;4;5.586;2.75;-2.586;0.25;5;1;10;15;4
0.086;7;5;5.574;2.775;-2.574;0.225;5;1;10;15;4
0.086;7;5;5.624;2.77;-2.624;0.23;5;1;10;15;4
0.086;7;5;5.574;2.775;-2.574;0.225;5;1;10;15;4
0.086;7;5;5.618;2.789;-2.618;0.211;5;1;10;15;4
0.086;7;4;5.586;2.771;-2.586;0.229;5;1;10;15;4
0.086;7;5;5.624;2.803;-2.624;0.197;5;1;10;15;4
0.086;7;5;5.557;2.784;-2.557;0.216;5;1;10;15;4
0.086;8;5;5.487;2.786;-2.487;0.214;5;1;10;15;4
0.086;7;5;5.581;2.763;-2.581;0.237;5;1;10;15;4
0.086;6;4;5.542;2.759;-2.542;0.241;5;1;10;15;4
0.086;7;5;5.569;2.776;-2.569;0.224;5;1;10;15;4
0.086;7;5;5.578;2.792;-2.578;0.208;5;1;10;15;4
0.086;8;6;5.61;2.778;-2.61;0.222;5;1;10;16;4
0.086;8;5;5.562;2.783;-2.562;0.217;5;1;10;15;4
0.086;7;4;5.599;2.776;-2.599;0.224;5;1;10;15;4
0.086;7;4;5.596;2.762;-2.596;0.238;5;1;10;15;4
0.086;6;4;5.599;2.74;-2.599;0.26;5;1;10;15;4
0.086;6;4;5.588;2.76;-2.588;0.24;5;1;10;15;4
0.086;6;4;5.532;2.773;-2.532;0.227;5;1;10;15;4
0.086;6;5;5.554;2.762;-2.554;0.238;5;1;10;15;4
0.086;7;5;5.553;2.793;-2.553;0.207;5;1;10;15;4
0.086;6;5;5.487;2.701;-2.487;0.299;5;1;10;15;4
0.086;6;5;5.546;2.784;-2.546;0.216;5;1;10;15;4
0.086;7;4;5.578;2.775;-2.578;0.225;5;1;10;15;4
0.086;6;5;5.581;2.742;-2.581;0.258;5;1;10;15;4
0.086;6;5;5.523;2.737;-2.523;0.263;5;1;10;15;4
0.086;6;5;5.49;2.792;-2.49;0.208;5;1;10;15;4
0.086;6;5;5.564;2.736;-2.564;0.264;5;1;10;15;4
0.086;7;5;5.647;2.724;-2.647;0.276;5;1;10;15;4
0.086;7;5;5.579;2.764;-2.579;0.236;5;1;10;15;4
0.086;7;5;5.542;2.781;-2.542;0.219;5;1;10;15;4
0.086;6;5;5.562;2.727;-2.562;0.273;5;1;10;15;4
0.086;7;5;5.54;2.804;-2.54;0.196;5;1;10;15;4
0.086;7;5;5.582;2.768;-2.582;0.232;5;1;10;15;4
0.086;6;5;5.51;2.701;-2.51;0.299;5;1;10;15;4
0.086;7;5;5.61;2.758;-2.61;0.242;5;1;10;15;4
0.086;7;5;5.645;2.713;-2.645;0.287;5;1;10;15;4
0.086;6;5;5.539;2.711;-2.539;0.289;5;1;10;15;4
0.086;6;5;5.546;2.75;-2.546;0.25;5;1;10;15;4
0.086;7;5;5.578;2.754;-2.578;0.246;5;1;10;15;4
0.086;7;5;5.555;2.749;-2.555;0.251;5;1;10;15;4
0.086;6;5;5.617;2.72;-2.617;0.28;5;1;10;15;4
0.086;7;5;5.607;2.792;-2.607;0.208;5;1;10;15;4
0.086;7;5;5.589;2.771;-2.589;0.229;5;1;10;15;4
0.086;7;5;5.607;2.765;-2.607;0.235;5;1;10;15;4
0.086;7;5;5.614;2.782;-2.614;0.218;5;1;10;15;4
0.086;7;5;5.543;2.756;-2.543;0.244;5;1;10;15;4
0.086;7;5;5.615;2.779;-2.615;0.221;5;1;10;15;4
0.086;7;5;5.648;2.759;-2.648;0.241;5;1;10;15;4
0.086;7;5;5.623;2.735;-2.623;0.265;5;1;10;15;4
0.086;7;5;5.646;2.749;-2.646;0.251;5;1;10;15;4
0.086;6;5;5.585;2.705;-2.585;0.295;5;1;10;15;4
0.086;7;5;5.623;2.717;-2.623;0.283;5;1;10;15;4
0.086;6;5;5.547;2.708;-2.547;0.292;5;1;10;15;4
0.086;7;5;5.553;2.711;-2.553;0.289;5;1;10;15;4
0.086;7;5;5.56;2.761;-2.56;0.239;5;1;10;15;4
0.086;7;5;5.65;2.738;-2.65;0.262;5;1;10;15;4
0.086;7;5;5.612;2.575;-2.612;0.243;5;1;10;15;4
0.086;7;5;5.607;2.732;-2.607;0.268;5;1;10;15;4
0.086;7;5;5.551;2.729;-2.551;0.271;5;1;10;15;4
0.086;7;5;5.622;2.744;-2.622;0.256;5;1;10;15;4
0.086;7;5;5.608;2.737;-2.608;0.263;5;1;10;15;4
0.086;6;5;5.564;2.725;-2.564;0.275;5;1;10;15;4
0.086;7;5;5.571;2.72;-2.571;0.28;5;1;10;15;4
0.086;7;5;5.612;2.72;-2.612;0.28;5;1;10;15;4
0.086;6;5;5.563;2.742;-2.563;0.258;5;1;10;15;4
0.086;6;5;5.502;2.771;-2.502;0.229;5;1;10;15;4
0.086;7;5;5.587;2.74;-2.587;0.256;5;1;10;15;4
0.086;7;5;5.583;2.753;-2.583;0.247;5;1;10;15;4
0.086;7;5;5.554;2.742;-2.554;0.258;5;1;10;15;4
0.086;7;5;5.57;2.762;-2.57;0.238;5;1;10;15;4
0.086;7;5;5.558;2.736;-2.558;0.264;5;1;10;15;4
0.086;7;5;5.613;2.769;-2.613;0.231;5;1;10;15;4
0.086;6;5;5.585;2.761;-2.585;0.239;5;1;10;15;4
0.086;6;5;5.55;2.769;-2.55;0.231;5;1;10;15;4
0.086;6;5;5.49;2.777;-2.49;0.223;5;1;10;15;4
0.086;7;5;5.562;2.78;-2.562;0.22;5;1;10;15;4
0.086;7;5;5.572;2.756;-2.572;0.244;5;1;10;15;4
0.086;6;5;5.584;2.753;-2.584;0.247;5;1;10;15;4
0.086;7;5;5.501;2.798;-2.501;0.202;5;1;10;15;4
0.086;6;5;5.565;2.747;-2.565;0.253;5;1;10;15;4
0.086;6;5;5.615;2.705;-2.615;0.295;5;1;10;15;4
0.086;6;5;5.547;2.726;-2.547;0.274;5;1;10;15;4
0.086;7;5;5.623;2.743;-2.623;0.257;5;1;10;15;4
0.086;7;5;5.54;2.786;-2.54;0.214;5;1;10;15;4
0.086;7;5;5.579;2.726;-2.579;0.274;5;1;10;15;4
0.086;6;5;5.561;2.718;-2.561;0.282;5;1;10;15;4
0.086;7;5;5.608;2.723;-2.608;0.277;5;1;10;15;4
0.086;7;5;5.569;2.711;-2.569;0.289;5;1;10;15;4
0.086;6;5;5.598;2.735;-2.598;0.265;5;1;10;15;4
0.086;6;5;5.645;2.712;-2.645;0.288;5;1;10;15;4
0.086;7;5;5.584;2.8;-2.584;0.2;5;1;10;15;4
0.086;6;5;5.546;2.762;-2.546;0.238;5;1;10;15;4
0.086;6;5;5.576;2.742;-2.576;0.258;5;1;10;15;4
0.086;6;5;5.491;2.746;-2.491;0.254;5;1;10;15;4
0.086;7;5;5.561;2.768;-2.561;0.232;5;1;10;15;4
0.086;7;5;5.581;2.765;-2.581;0.235;5;1;10;15;4
0.086;7;5;5.571;2.728;-2.571;0.272;5;1;10;15;4
0.086;7;5;5.587;2.771;-2.587;0.229;5;1;10;15;4
0.086;7;5;5.563;2.782;-2.563;0.218;5;1;10;15;4
